"lang"
{
"Language"		"hungarian"
"wolfe.ActivateStims5"		"<clr:154,205,50>Wolfe: Serkentőket."
"[english]wolfe.ActivateStims5"		"<clr:154,205,50>Wolfe: Stims."
"wolfe.ActivateStims6"		"<clr:154,205,50>Wolfe: Serkentőt, most."
"[english]wolfe.ActivateStims6"		"<clr:154,205,50>Wolfe: Stim now."
"wolfe.ComplimentsWildcat0"		"<clr:154,205,50>Wolfe: Hadd vérezzenek, Cica."
"[english]wolfe.ComplimentsWildcat0"		"<clr:154,205,50>Wolfe: Make em bleed, Cat."
"wolfe.ComplimentsWildcat1"		"<clr:154,205,50>Wolfe: Jó lövés, Cica. Hadd hulljanak."
"[english]wolfe.ComplimentsWildcat1"		"<clr:154,205,50>Wolfe: Good shot, Cat.  Bring em down."
"wolfe.ComplimentsWildcat2"		"<clr:154,205,50>Wolfe: Szép lövés, kölyök."
"[english]wolfe.ComplimentsWildcat2"		"<clr:154,205,50>Wolfe: Nice shooting, Kid."
"wolfe.ComplimentsWildcat3"		"<clr:154,205,50>Wolfe: Jó lövés, Wildcat."
"[english]wolfe.ComplimentsWildcat3"		"<clr:154,205,50>Wolfe: Good shot, Wildcat."
"wolfe.Impatience0"		"<clr:154,205,50>Wolfe: Ne törődjetek velem, csak csendben megvénülök itt..."
"[english]wolfe.Impatience0"		"<clr:154,205,50>Wolfe: Don't mind me, just dying of old age here."
"wolfe.Impatience1"		"<clr:154,205,50>Wolfe: Hé, ne törődjetek velem... csak csendben megvénülök itt."
"[english]wolfe.Impatience1"		"<clr:154,205,50>Wolfe: Hey, don't mind me.  Just dying of old age here."
"wolfe.Impatience2"		"<clr:154,205,50>Wolfe: Öreg, ne várass már egész nap."
"[english]wolfe.Impatience2"		"<clr:154,205,50>Wolfe: Man, don't make me wait all day."
"wolfe.Selection0"		"<clr:154,205,50>Wolfe: Kibiztosítva, csőre töltve."
"[english]wolfe.Selection0"		"<clr:154,205,50>Wolfe: Locked and loaded."
"wolfe.Selection1"		"<clr:154,205,50>Wolfe: Mutass egy célpontot."
"[english]wolfe.Selection1"		"<clr:154,205,50>Wolfe: Gimme a target."
"wolfe.Selection2"		"<clr:154,205,50>Wolfe: Uram?"
"[english]wolfe.Selection2"		"<clr:154,205,50>Wolfe: Sir."
"ASWComputer.Startup"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: SynTek Megatársaság."
"[english]ASWComputer.Startup"		"<clr:238,0,0>BASE COMPUTER: SynTek Megacorporation."
"ASWComputer.AccessDenied"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Hozzáférés megtagadva."
"[english]ASWComputer.AccessDenied"		"<clr:238,0,0>BASE COMPUTER: Access Denied."
"ASWComputer.HackComplete"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Hozzáférés engedélyezve."
"[english]ASWComputer.HackComplete"		"<clr:238,0,0>BASE COMPUTER: Access Granted."
"ASWComputer.AccessDeniedBiohazard1"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Hozzáférés megtagadva. A kutatóintézet területén biológiai veszélyt észleltünk."
"[english]ASWComputer.AccessDeniedBiohazard1"		"<clr:238,0,0>BASE COMPUTER: Access Denied.  Biohazard detected within research facility."
"ASWComputer.AccessDeniedBiohazard1"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Hozzáférés megtagadva. A kutatóintézet területén biológiai veszélyt észleltünk."
"[english]ASWComputer.AccessDeniedBiohazard1"		"<clr:238,0,0>BASE COMPUTER: Access Denied.  Biohazard detected within research facility."
"ASWComputer.alarm"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: [riasztó!]"
"[english]ASWComputer.alarm"		"<clr:238,0,0>BASE COMPUTER: [Alarm!]"
"ASWComputer.AtmosphericReport"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Légkör-jelentés."
"[english]ASWComputer.AtmosphericReport"		"<clr:238,0,0>BASE COMPUTER: Atmospheric report."
"ASWComputer.AwaitingSubsystemAlignment"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Várakozás az alrendszerek összehangolására."
"[english]ASWComputer.AwaitingSubsystemAlignment"		"<clr:238,0,0>BASE COMPUTER: Awaiting subsystem alignment."
"ASWComputer.BiohazardDetected2"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: A kutatóintézet területén biológiai veszélyt észleltünk."
"[english]ASWComputer.BiohazardDetected2"		"<clr:238,0,0>BASE COMPUTER: Biohazard detected within research facility."
"ASWComputer.DownloadComplete"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Letöltés kész."
"[english]ASWComputer.DownloadComplete"		"<clr:238,0,0>BASE COMPUTER: Download Complete."
"ASWComputer.Mail"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Levelezés."
"[english]ASWComputer.Mail"		"<clr:238,0,0>BASE COMPUTER: Mail."
"ASWComputer.News"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Hírek."
"[english]ASWComputer.News"		"<clr:238,0,0>BASE COMPUTER: News."
"ASWComputer.Override"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Felülbírálás."
"[english]ASWComputer.Override"		"<clr:238,0,0>BASE COMPUTER: Override."
"ASWComputer.PlantStatus"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Erőmű állapota."
"[english]ASWComputer.PlantStatus"		"<clr:238,0,0>BASE COMPUTER: Plant Status."
"ASWComputer.QuarantineInEffect2"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Karantén lépett életbe."
"[english]ASWComputer.QuarantineInEffect2"		"<clr:238,0,0>BASE COMPUTER: Quarantine in Effect."
"ASWComputer.ReactorOnline"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Reaktor üzemel."
"[english]ASWComputer.ReactorOnline"		"<clr:238,0,0>BASE COMPUTER: Reactor Online."
"ASWComputer.RemoteTurret"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Gépágyú-távvezérlés."
"[english]ASWComputer.RemoteTurret"		"<clr:238,0,0>BASE COMPUTER: Remote Turret."
"ASWComputer.SecurityCamera"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Biztonsági kamera."
"[english]ASWComputer.SecurityCamera"		"<clr:238,0,0>BASE COMPUTER: Security Camera."
"ASWComputer.Stocks"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Részvények."
"[english]ASWComputer.Stocks"		"<clr:238,0,0>BASE COMPUTER: Stocks."
"ASWComputer.CriticalData"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Fontos adat."
"[english]ASWComputer.CriticalData"		"<clr:238,0,0>BASE COMPUTER: Critical Data."
"ASWComputer.TimeOut"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: [időtúllépés]"
"[english]ASWComputer.TimeOut"		"<clr:238,0,0>BASE COMPUTER: [Time-Out]"
"ASWComputer.SyntekPDA"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: SynTek PDA."
"[english]ASWComputer.SyntekPDA"		"<clr:238,0,0>BASE COMPUTER: SynTek PDA."
"ASWComputer.SyntekPersonalDigitalAssistant"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: SynTek Digitális Személyi Asszisztens (PDA)."
"[english]ASWComputer.SyntekPersonalDigitalAssistant"		"<clr:238,0,0>BASE COMPUTER: SynTek Personal Digital Assistant."
"ASWCountdown.WarningWarheadPathBlocked2"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Figyelem, a robbanófej útja eltorlaszolva. Kritikus hiba fenyeget."
"[english]ASWCountdown.WarningWarheadPathBlocked2"		"<clr:238,0,0>BASE COMPUTER: Warning:  Warhead Path Blocked.  Critical Failure Imminent."
"ASWCountdown.Countdown60"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Nukleáris robbanás 60 másodperc múlva."
"[english]ASWCountdown.Countdown60"		"<clr:238,0,0>BASE COMPUTER: Nuclear detonation in 60 seconds."
"ASWCountdown.Countdown30"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Nukleáris robbanás 30 másodperc múlva."
"[english]ASWCountdown.Countdown30"		"<clr:238,0,0>BASE COMPUTER: Nuclear detonation in 30 seconds."
"ASWCountdown.Countdown10"		"<clr:238,0,0>A BÁZIS SZÁMÍTÓGÉPE: Nukleáris robbanás 10 másodperc múlva."
"[english]ASWCountdown.Countdown10"		"<clr:238,0,0>BASE COMPUTER: Nuclear detonation in 10 seconds."
		"Duval.01_02"		"<clr:179,203,207><B>Prof. Duval:<B> Charlie, Julie Duval here. Thermals from your shuttle’s radar are tracking multiple signals in and out the installation’s roofs and ducts. Though these readouts are oddly...human, for lack of details."
		"[english]Duval.01_02"		"<clr:179,203,207><B>Prof. Duval:<B> Charlie, Julie Duval here. Thermals from your shuttle’s radar are tracking multiple signals in and out the installation’s roofs and ducts. Though these readouts are oddly...human, for lack of details."
		"Duval.01_03"		"<clr:179,203,207><B>Prof. Duval:<B> Their morphologies are just...not right. This specimen…"
		"[english]Duval.01_03"		"<clr:179,203,207><B>Prof. Duval:<B> Their morphologies are just...not right. This specimen…"
		"Duval.01_03_01"		"<clr:179,203,207><B>Prof. Duval:<B> Understood."
		"[english]Duval.01_03_01"		"<clr:179,203,207><B>Prof. Duval:<B> Understood."
		"Duval.01_04"		"<clr:179,203,207><B>Prof. Duval:<B> Charlie, it appears the warehouse’s booth control is out of power. You’ll have to get it back on before progressing any further inside the installation. Keep an eye out for what should be a maintenance panel in the vicinity."
		"[english]Duval.01_04"		"<clr:179,203,207><B>Prof. Duval:<B> Charlie, it appears the warehouse’s booth control is out of power. You’ll have to get it back on before progressing any further inside the installation. Keep an eye out for what should be a maintenance panel in the vicinity."
		"Duval.01_05"		"<clr:179,203,207><B>Prof. Duval:<B> Power’s back on. Good job..."
		"[english]Duval.01_05"		"<clr:179,203,207><B>Prof. Duval:<B> Power’s back on. Good job..."
		"Duval.01_06"		"<clr:179,203,207><B>Prof. Duval:<B> Charlie, we’re picking up a lot of activities converging on your position, you’ll have to hold them until the opening sequence is through!"
		"[english]Duval.01_06"		"<clr:179,203,207><B>Prof. Duval:<B> Charlie, we’re picking up a lot of activities converging on your position, you’ll have to hold them until the opening sequence is through!"
		"Duval.02_02"		"<clr:179,203,207><B>Prof. Duval:<B> Commander, if I may... I believe this excursion could turn into an opportunity to learn more about this alien ‘parasite’ that so many settlements seem to have encountered over the last few months. Maybe extending the field of investigation, given the uniqueness of Lugdunum's status, could lead to some sort of answer about this phenomenon as a whole."
		"[english]Duval.02_02"		"<clr:179,203,207><B>Prof. Duval:<B> Commander, if I may... I believe this excursion could turn into an opportunity to learn more about this alien ‘parasite’ that so many settlements seem to have encountered over the last few months. Maybe extending the field of investigation, given the uniqueness of Lugdunum's status, could lead to some sort of answer about this phenomenon as a whole."
		"Duval.02_02_1"		"<clr:179,203,207><B>Prof. Duval:<B> Sir, with all due respect, what I’m asking is merely that we-"
		"[english]Duval.02_02_1"		"<clr:179,203,207><B>Prof. Duval:<B> Sir, with all due respect, what I’m asking is merely that we-"
		"Duval.02_04"		"<clr:179,203,207><B>Prof. Duval:<B> Sir, I have to insist on the singularity of the circumstances we are drawing ourselves into. From the few records I could salvage, it reads like something happened, unlike past attacks, with the people of this colony as a direct cause... References to experiments and the creatures you've...we've been, so far, blissfully shooting down! Whatever we might find, would we not benefit from it, if nothing else?"
		"[english]Duval.02_04"		"<clr:179,203,207><B>Prof. Duval:<B> Sir, I have to insist on the singularity of the circumstances we are drawing ourselves into. From the few records I could salvage, it reads like something happened, unlike past attacks, with the people of this colony as a direct cause... References to experiments and the creatures you've...we've been, so far, blissfully shooting down! Whatever we might find, would we not benefit from it, if nothing else?"
		"Duval.02_04_1"		"<clr:179,203,207><B>Prof. Duval:<B> Quite clear...sir."
		"[english]Duval.02_04_1"		"<clr:179,203,207><B>Prof. Duval:<B> Quite clear...sir."
		"Duval.02_05"		"<clr:179,203,207><B>Prof. Duval:<B> ...all of its body heat is concentrated around its rear, that’s the weak point!"
		"[english]Duval.02_05"		"<clr:179,203,207><B>Prof. Duval:<B> ...all of its body heat is concentrated around its rear, that’s the weak point!"
		"Duval.03_01"		"<clr:179,203,207><B>Prof. Duval:<B> This place is a maze... Our best chance, if we’re to condemn the facility, would be to overheat its power source. A nuclear chain-reaction should be enough to cave the entire thing on itself. Looking at the design plans, we know that one of Lugdunum’s cores is located within this floor’s eastern section, alongside the...chief scientist’s office? Huh."
		"[english]Duval.03_01"		"<clr:179,203,207><B>Prof. Duval:<B> This place is a maze... Our best chance, if we’re to condemn the facility, would be to overheat its power source. A nuclear chain-reaction should be enough to cave the entire thing on itself. Looking at the design plans, we know that one of Lugdunum’s cores is located within this floor’s eastern section, alongside the...chief scientist’s office? Huh."
		"Duval.03_01_1"		"<clr:179,203,207><B>Prof. Duval:<B> Of course. The only access to the east has been shut but, luckily, the corridor to the west appears to be leading to a remotely controlled defense station. If you find a way to make it work, that may be your ticket to the power core."
		"[english]Duval.03_01_1"		"<clr:179,203,207><B>Prof. Duval:<B> Of course. The only access to the east has been shut but, luckily, the corridor to the west appears to be leading to a remotely controlled defense station. If you find a way to make it work, that may be your ticket to the power core."
		"Duval.03_02"		"<clr:179,203,207><B>Prof. Duval:<B> It grows and spreads without restraint, like...a cancer."
		"[english]Duval.03_02"		"<clr:179,203,207><B>Prof. Duval:<B> It grows and spreads without restraint, like...a cancer."
		"Duval.03_03"		"<clr:179,203,207><B>Prof. Duval:<B> Commander... Some of these bodies are showing gunshot wounds."
		"[english]Duval.03_03"		"<clr:179,203,207><B>Prof. Duval:<B> Commander... Some of these bodies are showing gunshot wounds."
		"Duval.03_03_1"		"<clr:179,203,207><B>Prof. Duval:<B> Or maybe we can prevent it from happening again, if only we knew..."
		"[english]Duval.03_03_1"		"<clr:179,203,207><B>Prof. Duval:<B> Or maybe we can prevent it from happening again, if only we knew..."
		"Duval.03_04"		"<clr:179,203,207><B>Prof. Duval:<B> There, that’s the defense station."
		"[english]Duval.03_04"		"<clr:179,203,207><B>Prof. Duval:<B> There, that’s the defense station."
		"Duval.03_06"		"<clr:179,203,207><B>Prof. Duval:<B> This...is Dr. Moreau’s office. He seemed to have control on all communications coming in and out the colony... For whatever reason, he must have been the one to send the distress signal."
		"[english]Duval.03_06"		"<clr:179,203,207><B>Prof. Duval:<B> This...is Dr. Moreau’s office. He seemed to have control on all communications coming in and out the colony... For whatever reason, he must have been the one to send the distress signal."
		"Duval.03_08"		"<clr:179,203,207><B>Prof. Duval:<B> One last thing Charlie, I’ve marked a database mainframe on your map, all you have to do is-"
		"[english]Duval.03_08"		"<clr:179,203,207><B>Prof. Duval:<B> One last thing Charlie, I’ve marked a database mainframe on your map, all you have to do is-"
		"Duval.03_08_1"		"<clr:179,203,207><B>Prof. Duval:<B> I know the mission. I’m sorry for putting you through this Charlie, but these datas could do more good now than they ever did harm! The terminal is located inside the chief scientist’s office just south of your position. If you hurry, there’s still a chance you can use his installation to upload the content into our ship’s server!"
		"[english]Duval.03_08_1"		"<clr:179,203,207><B>Prof. Duval:<B> I know the mission. I’m sorry for putting you through this Charlie, but these datas could do more good now than they ever did harm! The terminal is located inside the chief scientist’s office just south of your position. If you hurry, there’s still a chance you can use his installation to upload the content into our ship’s server!"
		"Duval.03_09"		"<clr:179,203,207><B>Prof. Duval:<B> I got it! To hell with ethics or chain of command. Now get out of there!"
		"[english]Duval.03_09"		"<clr:179,203,207><B>Prof. Duval:<B> I got it! To hell with ethics or chain of command. Now get out of there!"
		"Duval.03_10"		"<clr:179,203,207><B>Prof. Duval:<B> Through the emergency exit, quickly!"
		"[english]Duval.03_10"		"<clr:179,203,207><B>Prof. Duval:<B> Through the emergency exit, quickly!"
		"Richard.01_01"		"<clr:191,195,167><B>Cmdr. Richard:<B> Charlie Squad, this is your commander. Professor Duval and I will be monitoring your progress throughout the searches. Communications are cut off from your end so be alert, we’re still unsure of what to expect down there."
		"[english]Richard.01_01"		"<clr:191,195,167><B>Cmdr. Richard:<B> Charlie Squad, this is your commander. Professor Duval and I will be monitoring your progress throughout the searches. Communications are cut off from your end so be alert, we’re still unsure of what to expect down there."
		"Richard.01_03"		"<clr:191,195,167><B>Cmdr. Richard:<B> ...looks like any of the other bugs to me, Professor. We’re not here on a natural science endeavor, let this be clear already."
		"[english]Richard.01_03"		"<clr:191,195,167><B>Cmdr. Richard:<B> ...looks like any of the other bugs to me, Professor. We’re not here on a natural science endeavor, let this be clear already."
		"Richard.01_06"		"<clr:191,195,167><B>Cmdr. Richard:<B> Just stay alive, marines."
		"[english]Richard.01_06"		"<clr:191,195,167><B>Cmdr. Richard:<B> Just stay alive, marines."
		"Richard.02_01"		"<clr:191,195,167><B>Cmdr. Richard:<B> We know this installation employed some kind of rail system to move personnel around the facility. Hopefully you can still use one of their platforms but tread lightly squad, you're still in unknown territory."
		"[english]Richard.02_01"		"<clr:191,195,167><B>Cmdr. Richard:<B> We know this installation employed some kind of rail system to move personnel around the facility. Hopefully you can still use one of their platforms but tread lightly squad, you're still in unknown territory."
		"Richard.02_02"		"<clr:191,195,167><B>Cmdr. Richard:<B> That’s a negative. We’ve discussed this already, Professor."
		"[english]Richard.02_02"		"<clr:191,195,167><B>Cmdr. Richard:<B> That’s a negative. We’ve discussed this already, Professor."
		"Richard.02_02_1"		"<clr:191,195,167><B>Cmdr. Richard:<B> Unless you’re bearing knowledge to the attention of my men on the subject of bugs-killing, Ms. Duval, I’d appreciate radio silence on your part. You should know the mission as well as I do, and that it does not involve jeopardizing my squad’s chance of survival in favor of some red herring."
		"[english]Richard.02_02_1"		"<clr:191,195,167><B>Cmdr. Richard:<B> Unless you’re bearing knowledge to the attention of my men on the subject of bugs-killing, Ms. Duval, I’d appreciate radio silence on your part. You should know the mission as well as I do, and that it does not involve jeopardizing my squad’s chance of survival in favor of some red herring."
		"Richard.02_03"		"<clr:191,195,167><B>Cmdr. Richard:<B> Hit the switch marines, no harm in trying."
		"[english]Richard.02_03"		"<clr:191,195,167><B>Cmdr. Richard:<B> Hit the switch marines, no harm in trying."
		"Richard.02_04"		"<clr:191,195,167><B>Cmdr. Richard:<B> You seem to have misunderstood our purpose here, Ms. Duval. As unprecedented as this may be to you, all that I'm willing to see down there is the most basic result of one sick game, an experimental playground for mad men who couldn't be bothered to look beyond their own personal amusement. It’s a real mess, and we’re the clean up crew. In more practical terms, it is by protocol that we now derive to a search and destroy objective. So if you were still confused, I reckon this is a clear enough choice of words?"
		"[english]Richard.02_04"		"<clr:191,195,167><B>Cmdr. Richard:<B> You seem to have misunderstood our purpose here, Ms. Duval. As unprecedented as this may be to you, all that I'm willing to see down there is the most basic result of one sick game, an experimental playground for mad men who couldn't be bothered to look beyond their own personal amusement. It’s a real mess, and we’re the clean up crew. In more practical terms, it is by protocol that we now derive to a search and destroy objective. So if you were still confused, I reckon this is a clear enough choice of words?"
		"Richard.02_04_1"		"<clr:191,195,167><B>Cmdr. Richard:<B> Good. Now, let’s find a way to reach the bottom of this place and blow it sky-high."
		"[english]Richard.02_04_1"		"<clr:191,195,167><B>Cmdr. Richard:<B> Good. Now, let’s find a way to reach the bottom of this place and blow it sky-high."
		"Richard.02_05"		"<clr:191,195,167><B>Cmdr. Richard:<B> What in heaven's..."
		"[english]Richard.02_05"		"<clr:191,195,167><B>Cmdr. Richard:<B> What in heaven's..."
		"Richard.02_06"		"<clr:191,195,167><B>Cmdr. Richard:<B> Nice shooting, marines, you’re nearing groundwork level. It’s looking like you’ll have to take the elevator shaft down into where they performed their “research”."
		"[english]Richard.02_06"		"<clr:191,195,167><B>Cmdr. Richard:<B> Nice shooting, marines, you’re nearing groundwork level. It’s looking like you’ll have to take the elevator shaft down into where they performed their “research”."
		"Richard.03_01"		"<clr:191,195,167><B>Cmdr. Richard:<B> Don’t get any big ideas, Professor. Just point my men in the right direction."
		"[english]Richard.03_01"		"<clr:191,195,167><B>Cmdr. Richard:<B> Don’t get any big ideas, Professor. Just point my men in the right direction."
		"Richard.03_02"		"<clr:191,195,167><B>Cmdr. Richard:<B> It’s even worse than I thought. This place is a ruin already, we’re doing it a favor."
		"[english]Richard.03_02"		"<clr:191,195,167><B>Cmdr. Richard:<B> It’s even worse than I thought. This place is a ruin already, we’re doing it a favor."
		"Richard.03_03"		"<clr:191,195,167><B>Cmdr. Richard:<B> So I see. Now you should all understand why we cannot let this be."
		"[english]Richard.03_03"		"<clr:191,195,167><B>Cmdr. Richard:<B> So I see. Now you should all understand why we cannot let this be."
		"Richard.03_03_1"		"<clr:191,195,167><B>Cmdr. Richard:<B> I know enough."
		"[english]Richard.03_03_1"		"<clr:191,195,167><B>Cmdr. Richard:<B> I know enough."
		"Richard.03_05"		"<clr:191,195,167><B>Cmdr. Richard:<B> Alright, that’s the eastern door dealt with. Look alive soldiers, it’s not over yet."
		"[english]Richard.03_05"		"<clr:191,195,167><B>Cmdr. Richard:<B> Alright, that’s the eastern door dealt with. Look alive soldiers, it’s not over yet."
		"Richard.03_07"		"<clr:191,195,167><B>Cmdr. Richard:<B> That’s fine work, marines. Be advised that once you set it all off, your only way out will be an emergency exit back at the junction. Now find me the controls to the power core and let us all be done with this place."
